Tax Roll,Property Address,Sale Price,"Time-
adjusted Sale Price",Title Transfer Date,Community,Property,Structure,Total Floor Area (sq.ft),Year Built
373705,198 THORNLEIGH CL SE,"$407,500","$389,400",03/22/2018,Thornburn,Single Family,2 Storey,1665,2004
374800,219 TANNER DR SE,"$386,000","$371,400",04/28/2018,Thornburn,Single Family,Bungalow,1102,1981
844347,82 THORNFIELD PL SE,"$582,000","$560,000",04/04/2018,Thornburn,Single Family,2 Storey,2987,2008
458900,150 TIPPING CL SE,"$415,000","$397,500",05/29/2018,Thornburn,Single Family,Bungalow,1196,1992
475400,75 TIPPING CL SE,"$419,000","$401,400",05/28/2018,Thornburn,Single Family,Split Level,1216,1992
841069,114 TANNER CL SE,"$473,500","$453,600",05/14/2018,Thornburn,Single Family,2 Storey,2280,2006
373707,190 THORNLEIGH CL SE,"$438,500","$420,000",05/09/2018,Thornburn,Single Family,2 Storey,2111,2005
807900,43 THORNBIRD WY SE,"$397,500","$384,200",06/13/2018,Thornburn,Single Family,2 Storey,1737,1998
202303,538 TANNER DR SE,"$392,000","$376,400",07/27/2018,Thornburn,Single Family,2 Storey,1633,2002
373764,109 THORNFIELD CL SE,"$535,000","$519,500",08/03/2018,Thornburn,Single Family,2 Storey,2473,2005
751600,26 THORNLEIGH WY SE,"$403,000","$391,300",08/08/2018,Thornburn,Single Family,2 Storey,1530,2001
202425,1908 THORNBIRD RD SE,"$415,000","$403,000",08/21/2018,Thornburn,Single Family,2 Storey,1772,2002
373724,554 TANNER DR SE,"$398,000","$386,500",08/21/2018,Thornburn,Single Family,2 Storey,1900,2004
475200,67 TIPPING CL SE,"$377,500","$362,500",09/11/2018,Thornburn,Single Family,Bilevel,1364,1992
700200,1324 THORBURN DR SE,"$415,000","$410,400",10/09/2018,Thornburn,Single Family,2 Storey,1669,1998
752321,107 THORNBIRD WY SE,"$446,000","$441,100",10/05/2018,Thornburn,Single Family,2 Storey,1954,2000
844337,42 THORNFIELD PL SE,"$466,750","$461,600",10/15/2018,Thornburn,Single Family,2 Storey,2115,2007
594200,32 THORNDALE CL SE,"$405,000","$394,200",11/06/2018,Thornburn,Single Family,Bilevel,1249,1997
716600,1724 THORNBIRD RD SE,"$430,000","$425,300",12/17/2018,Thornburn,Single Family,Bilevel,1327,1999
373766,101 THORNFIELD CL SE,"$356,000","$352,100",12/20/2018,Thornburn,Single Family,2 Storey,1493,2006
715600,1704 THORNBIRD RD SE,"$372,500","$368,400",12/04/2018,Thornburn,Single Family,2 Storey,1437,1999
808000,39 THORNBIRD WY SE,"$490,000","$486,600",01/14/2019,Thornburn,Single Family,2 Storey,2042,1998
373000,239 TANNER DR SE,"$360,000","$357,500",01/16/2019,Thornburn,Single Family,Bungalow,1099,1981
202452,1730 THORBURN DR SE,"$377,500","$374,100",02/01/2019,Thornburn,Single Family,2 Storey,1819,2003
478400,70 TIPPING CL SE,"$400,000","$401,800",03/12/2019,Thornburn,Single Family,Split Level,1163,1994
809200,1604 MEADOWLARK RD SE,"$395,000","$396,800",03/21/2019,Thornburn,Single Family,Bilevel,1325,1998
805900,1507 THORBURN DR SE,"$390,000","$390,900",04/04/2019,Thornburn,Single Family,Split Level,1348,1998
806300,1508 THORBURN DR SE,"$367,500","$368,400",04/11/2019,Thornburn,Single Family,2 Storey,1552,1998
202309,508 TANNER DR SE,"$382,500","$383,400",04/18/2019,Thornburn,Single Family,Bilevel,1320,2002
373722,209 THORNLEIGH CL SE,"$422,000","$423,000",04/30/2019,Thornburn,Single Family,Bilevel,1418,2004
807200,1604 THORNBIRD RD SE,"$419,900","$411,500",05/06/2019,Thornburn,Single Family,2 Storey,2011,1998
97900,62 TILLER PL SE,"$315,000","$308,700",05/14/2019,Thornburn,Single Family,Bilevel,1247,1990
202438,1717 THORBURN DR SE,"$402,000","$393,900",05/27/2019,Thornburn,Single Family,Bilevel,1341,2003
752332,42 THORNBIRD RI SE,"$360,000","$361,200",06/14/2019,Thornburn,Single Family,Bilevel,1374,2001
595800,16 THORNDALE CL SE,"$395,000","$396,300",06/25/2019,Thornburn,Single Family,Split Level,1099,1998
841060,89 TANNER CL SE,"$465,000","$466,600",06/25/2019,Thornburn,Single Family,2 Storey,2419,2006
41800,19 WATERSTONE CR SE,"$495,000","$473,000",02/02/2017,Waterstone,Single Family,2 Storey,1804,1992
537700,135 WATERSTONE CR SE,"$443,775","$424,000",03/30/2017,Waterstone,Single Family,Bilevel,1421,1994
491800,152 WATERSTONE PL SE,"$590,000","$564,600",04/05/2017,Waterstone,Single Family,Bungalow,1716,1992
537800,139 WATERSTONE CR SE,"$475,000","$454,600",04/22/2017,Waterstone,Single Family,Bilevel,1478,1994
493100,244 WATERSTONE PL SE,"$485,000","$464,100",05/16/2017,Waterstone,Single Family,Bilevel,1493,1994
493200,240 WATERSTONE PL SE,"$432,000","$411,000",10/26/2017,Waterstone,Single Family,Bilevel,1339,1995
543900,348 WATERSTONE PL SE,"$437,500","$418,500",11/15/2017,Waterstone,Single Family,Split Level,1300,1994
226200,63 SPRUCEGROVE WY SE,"$410,000","$392,700",05/15/2018,Waterstone,Single Family,Bilevel,1203,1990
467500,287 WATERSTONE CR SE,"$428,500","$414,200",06/28/2018,Waterstone,Single Family,2 Storey,2080,1993
543100,316 WATERSTONE PL SE,"$480,000","$464,000",06/25/2018,Waterstone,Single Family,2 Storey,1997,1994
493500,228 WATERSTONE PL SE,"$505,500","$490,800",08/14/2018,Waterstone,Single Family,2 Storey,2141,1993
542300,118 WATERSTONE CR SE,"$365,000","$350,500",09/12/2018,Waterstone,Single Family,Bungalow,1264,1995
466800,315 WATERSTONE CR SE,"$425,000","$408,100",09/26/2018,Waterstone,Single Family,Bilevel,1364,1994
276300,64 WATERSTONE CR SE,"$349,000","$345,200",10/10/2018,Waterstone,Single Family,Bilevel,1167,1991
465700,308 WATERSTONE CR SE,"$634,000","$627,000",10/29/2018,Waterstone,Single Family,2 Storey,2393,1992
22700,78 SPRUCEGROVE WY SE,"$310,000","$307,900",01/31/2019,Waterstone,Single Family,Bilevel,1241,1990
543500,332 WATERSTONE PL SE,"$410,500","$402,200",05/08/2019,Waterstone,Single Family,Split Level,1314,1995
537800,139 WATERSTONE CR SE,"$396,000","$397,300",06/17/2019,Waterstone,Single Family,Bilevel,1478,1994
851269,90 REUNION GR NW,"$430,000","$410,900",07/05/2016,Williamstown,Single Family,2 Storey,2174,2013
849115,701 1001 8 ST NW,"$263,000","$238,100",07/06/2016,Williamstown,Condo,2 Storey,1192,2010
853730,1152 WILLIAMSTOWN BV NW,"$376,000","$359,300",07/21/2016,Williamstown,Single Family,2 Storey,1332,2014
857578,1702 280 WILLIAMSTOWN CL NW,"$282,600","$255,800",07/21/2016,Williamstown,Condo,3 Storey - basementless,1434,2015
853826,153 WILLIAMSTOWN PA NW,"$432,030","$432,400",07/21/2016,Williamstown,Single Family,2 Storey,2188,2015
852681,806 1086 WILLIAMSTOWN BV NW,"$340,000","$307,800",07/23/2016,Williamstown,Condo,3 Storey - basementless,1841,2012
850227,1849 REUNION TC NW,"$450,000","$430,000",07/20/2016,Williamstown,Single Family,2 Storey,1937,2012
850218,1825 REUNION TC NW,"$472,000","$451,000",07/26/2016,Williamstown,Single Family,2 Storey,2268,2012
848828,1887 REUNION BV NW,"$385,500","$368,300",07/27/2016,Williamstown,Single Family,2 Storey,1473,2011
856959,1405 280 WILLIAMSTOWN CL NW,"$270,000","$244,400",07/27/2016,Williamstown,Condo,3 Storey - basementless,1432,2015
853804,101 WILLIAMSTOWN PA NW,"$538,095","$514,200",07/13/2016,Williamstown,Single Family,2 Storey,2606,2015
847192,1042 WILLIAMSTOWN BV NW,"$462,000","$441,400",07/14/2016,Williamstown,Single Family,2 Storey,1869,2012
848855,173 WILLIAMSTOWN CL NW,"$400,000","$382,200",07/19/2016,Williamstown,Single Family,2 Storey,1654,2013
851792,4302 1001 8 ST NW,"$236,500","$214,100",07/14/2016,Williamstown,Condo,2 Storey,1152,2012
849302,2003 1001 8 ST NW,"$333,000","$302,200",08/02/2016,Williamstown,Condo,2 Storey,1501,2010
857709,1801 280 WILLIAMSTOWN CL NW,"$337,928","$306,700",08/02/2016,Williamstown,Condo,3 Storey - basementless,1700,2015
850216,1817 REUNION TC NW,"$410,000","$391,000",08/18/2016,Williamstown,Single Family,2 Storey,1444,2011
857580,1704 280 WILLIAMSTOWN CL NW,"$277,012","$251,400",08/25/2016,Williamstown,Condo,3 Storey - basementless,1432,2015
857716,1904 280 WILLIAMSTOWN CL NW,"$305,232","$277,000",08/25/2016,Williamstown,Condo,3 Storey - basementless,1700,2015
857522,802 280 WILLIAMSTOWN CL NW,"$246,666","$235,700",08/25/2016,Williamstown,Condo,3 Storey - basementless,1316,2014
857712,1804 280 WILLIAMSTOWN CL NW,"$316,255","$287,000",08/15/2016,Williamstown,Condo,3 Storey - basementless,1700,2015
848150,102 WILLIAMSTOWN LD NW,"$370,000","$352,800",08/24/2016,Williamstown,Single Family,2 Storey,1640,2011
847106,69 WILLIAMSTOWN GR NW,"$417,000","$397,700",08/27/2016,Williamstown,Single Family,2 Storey,1706,2012
853808,117 WILLIAMSTOWN PA NW,"$471,428","$472,400",08/27/2016,Williamstown,Single Family,2 Storey,1937,2015
857719,2003 280 WILLIAMSTOWN CL NW,"$291,143","$264,200",08/17/2016,Williamstown,Condo,3 Storey - basementless,1316,2015
857584,1708 280 WILLIAMSTOWN CL NW,"$281,007","$263,200",08/20/2016,Williamstown,Condo,3 Storey - basementless,1483,2015
857720,2004 280 WILLIAMSTOWN CL NW,"$314,825","$294,900",08/31/2016,Williamstown,Condo,3 Storey - basementless,1700,2015
848785,101 1001 8 ST NW,"$265,000","$240,500",08/13/2016,Williamstown,Condo,2 Storey,1170,2010
851786,4401 1001 8 ST NW,"$261,000","$236,900",08/29/2016,Williamstown,Condo,2 Storey,1187,2012
851784,4403 1001 8 ST NW,"$261,750","$237,600",08/11/2016,Williamstown,Condo,2 Storey,1187,2012
857717,2001 280 WILLIAMSTOWN CL NW,"$341,900","$320,200",08/12/2016,Williamstown,Condo,3 Storey - basementless,1700,2015
857713,1901 280 WILLIAMSTOWN CL NW,"$311,106","$282,400",08/12/2016,Williamstown,Condo,3 Storey - basementless,1700,2015
857577,1701 280 WILLIAMSTOWN CL NW,"$280,038","$262,300",08/31/2016,Williamstown,Condo,3 Storey - basementless,1449,2015
853831,169 WILLIAMSTOWN PA NW,"$433,333","$413,200",09/17/2016,Williamstown,Single Family,2 Storey,2188,2015
856968,1506 280 WILLIAMSTOWN CL NW,"$265,000","$241,200",09/16/2016,Williamstown,Condo,3 Storey - basementless,1432,2015
856969,1507 280 WILLIAMSTOWN CL NW,"$255,000","$232,100",09/29/2016,Williamstown,Condo,3 Storey - basementless,1316,2015
851286,2904 1001 8 ST NW,"$370,000","$336,700",09/30/2016,Williamstown,Condo,2 Storey,1560,2011
850189,19 REUNION GR NW,"$635,000","$605,500",09/22/2016,Williamstown,Single Family,2 Storey,2518,2013
857574,1606 280 WILLIAMSTOWN CL NW,"$256,686","$241,100",09/24/2016,Williamstown,Condo,3 Storey - basementless,1432,2015
853832,173 WILLIAMSTOWN PA NW,"$412,500","$393,400",09/02/2016,Williamstown,Single Family,2 Storey,1832,2015
853747,15 WILLIAMSTOWN GD NW,"$333,000","$303,100",09/07/2016,Williamstown,Townhouse,2 Storey,1398,2014
853833,177 WILLIAMSTOWN PA NW,"$509,900","$486,200",09/08/2016,Williamstown,Single Family,2 Storey,2177,2015
856966,1504 280 WILLIAMSTOWN CL NW,"$265,000","$241,800",10/17/2016,Williamstown,Condo,3 Storey - basementless,1432,2015
851244,123 REUNION GR NW,"$661,250","$637,200",10/20/2016,Williamstown,Single Family,2 Storey,2606,2013
851252,139 REUNION GR NW,"$587,500","$566,200",10/19/2016,Williamstown,Single Family,2 Storey,2492,2013
857572,1604 280 WILLIAMSTOWN CL NW,"$256,782","$234,300",10/19/2016,Williamstown,Condo,3 Storey - basementless,1432,2015
849311,2701 1001 8 ST NW,"$345,000","$314,800",10/13/2016,Williamstown,Condo,2 Storey,1487,2010
857715,1903 280 WILLIAMSTOWN CL NW,"$253,791","$243,100",10/11/2016,Williamstown,Condo,3 Storey - basementless,1316,2015
850194,30 REUNION GR NW,"$494,400","$476,500",10/14/2016,Williamstown,Single Family,2 Storey,1937,2012
849310,2702 1001 8 ST NW,"$340,000","$310,200",10/13/2016,Williamstown,Condo,2 Storey,1487,2010
857571,1603 280 WILLIAMSTOWN CL NW,"$255,329","$233,000",10/13/2016,Williamstown,Condo,3 Storey - basementless,1432,2015
848837,122 WILLIAMSTOWN CL NW,"$373,000","$359,500",10/27/2016,Williamstown,Single Family,2 Storey,1435,2011
857583,1707 280 WILLIAMSTOWN CL NW,"$255,000","$232,700",10/27/2016,Williamstown,Condo,3 Storey - basementless,1434,2015
857517,703 280 WILLIAMSTOWN CL NW,"$256,782","$234,300",10/29/2016,Williamstown,Condo,3 Storey - basementless,1458,2014
848814,1831 REUNION BV NW,"$359,700","$346,600",10/28/2016,Williamstown,Single Family,2 Storey,1473,2012
857582,1706 280 WILLIAMSTOWN CL NW,"$247,093","$232,700",10/26/2016,Williamstown,Condo,3 Storey - basementless,1432,2015
857570,1602 280 WILLIAMSTOWN CL NW,"$255,000","$232,700",10/25/2016,Williamstown,Condo,3 Storey - basementless,1316,2015
856961,1407 280 WILLIAMSTOWN CL NW,"$255,000","$232,700",10/06/2016,Williamstown,Condo,3 Storey - basementless,1316,2015
856967,1505 280 WILLIAMSTOWN CL NW,"$252,422","$230,300",10/06/2016,Williamstown,Condo,3 Storey - basementless,1432,2015
852168,3702 1001 8 ST NW,"$326,000","$298,300",11/03/2016,Williamstown,Condo,2 Storey,1560,2011
857519,705 280 WILLIAMSTOWN CL NW,"$249,043","$227,800",11/04/2016,Williamstown,Condo,3 Storey - basementless,1316,2014
852678,803 1086 WILLIAMSTOWN BV NW,"$305,000","$279,000",11/17/2016,Williamstown,Condo,3 Storey - basementless,1394,2012
857516,702 280 WILLIAMSTOWN CL NW,"$247,093","$231,500",11/03/2016,Williamstown,Condo,3 Storey - basementless,1316,2014
856964,1502 280 WILLIAMSTOWN CL NW,"$255,000","$237,000",11/03/2016,Williamstown,Condo,3 Storey - basementless,1316,2015
857579,1703 280 WILLIAMSTOWN CL NW,"$249,043","$239,200",11/16/2016,Williamstown,Condo,3 Storey - basementless,1432,2015
857581,1705 280 WILLIAMSTOWN CL NW,"$247,093","$226,100",11/01/2016,Williamstown,Condo,3 Storey - basementless,1432,2015
856970,1508 280 WILLIAMSTOWN CL NW,"$296,132","$279,600",11/16/2016,Williamstown,Condo,3 Storey - basementless,1700,2015
848857,177 WILLIAMSTOWN CL NW,"$380,000","$361,600",11/08/2016,Williamstown,Single Family,2 Storey,1509,2012
850231,1857 REUNION TC NW,"$578,000","$550,100",11/10/2016,Williamstown,Single Family,2 Storey,2606,2012
855926,203 280 WILLIAMSTOWN CL NW,"$266,375","$251,500",11/15/2016,Williamstown,Condo,3 Storey - basementless,1316,2014
857714,1902 280 WILLIAMSTOWN CL NW,"$254,360","$232,700",11/21/2016,Williamstown,Condo,3 Storey - basementless,1316,2015
848817,1843 REUNION BV NW,"$384,250","$365,700",11/23/2016,Williamstown,Single Family,2 Storey,1473,2012
855927,204 280 WILLIAMSTOWN CL NW,"$319,670","$293,200",12/21/2016,Williamstown,Condo,3 Storey - basementless,1700,2014
857710,1802 280 WILLIAMSTOWN CL NW,"$256,686","$247,600",12/21/2016,Williamstown,Condo,3 Storey - basementless,1316,2015
851282,1203 WILLIAMSTOWN BV NW,"$485,000","$464,300",12/06/2016,Williamstown,Single Family,2 Storey,2401,2013
853806,109 WILLIAMSTOWN PA NW,"$513,376","$491,500",12/06/2016,Williamstown,Single Family,2 Storey,2174,2015
852684,1701 1086 WILLIAMSTOWN BV NW,"$318,000","$291,700",12/05/2016,Williamstown,Condo,2 Storey,1569,2012
857718,2002 280 WILLIAMSTOWN CL NW,"$254,360","$240,800",12/02/2016,Williamstown,Condo,3 Storey - basementless,1316,2015
853807,113 WILLIAMSTOWN PA NW,"$471,428","$475,000",12/05/2016,Williamstown,Single Family,2 Storey,2069,2015
848845,153 WILLIAMSTOWN CL NW,"$384,860","$383,000",12/14/2016,Williamstown,Single Family,2 Storey,1696,2013
847126,414 WILLIAMSTOWN GR NW,"$415,000","$397,300",12/16/2016,Williamstown,Single Family,2 Storey,1646,2011
849914,1505 1001 8 ST NW,"$226,000","$207,300",12/20/2016,Williamstown,Condo,2 Storey,1187,2010
857711,1803 280 WILLIAMSTOWN CL NW,"$262,500","$240,800",12/19/2016,Williamstown,Condo,3 Storey - basementless,1316,2015
851281,1199 WILLIAMSTOWN BV NW,"$459,900","$444,500",01/04/2017,Williamstown,Single Family,2 Storey,1683,2013
857575,1607 280 WILLIAMSTOWN CL NW,"$247,093","$234,500",01/05/2017,Williamstown,Condo,3 Storey - basementless,1316,2015
850188,18 REUNION GR NW,"$550,000","$525,500",02/13/2017,Williamstown,Single Family,2 Storey,2174,2012
847121,394 WILLIAMSTOWN GR NW,"$458,000","$437,600",02/01/2017,Williamstown,Single Family,2 Storey,1875,2010
851271,94 REUNION GR NW,"$485,000","$463,400",03/30/2017,Williamstown,Single Family,2 Storey,1937,2013
853819,138 WILLIAMSTOWN PA NW,"$370,000","$342,100",03/06/2017,Williamstown,Townhouse,2 Storey,1617,2015
848860,182 WILLIAMSTOWN CL NW,"$375,000","$358,900",04/05/2017,Williamstown,Single Family,2 Storey,1508,2012
852156,3404 1001 8 ST NW,"$321,500","$298,100",04/18/2017,Williamstown,Condo,2 Storey,1530,2012
847146,494 WILLIAMSTOWN GR NW,"$510,000","$488,100",04/13/2017,Williamstown,Single Family,2 Storey,2119,2010
852143,3202 1001 8 ST NW,"$323,500","$300,700",05/16/2017,Williamstown,Condo,2 Storey,1560,2012
853731,1156 WILLIAMSTOWN BV NW,"$420,000","$401,900",05/09/2017,Williamstown,Single Family,2 Storey,1473,2014
848884,291 WILLIAMSTOWN CL NW,"$335,000","$320,600",05/09/2017,Williamstown,Single Family,2 Storey,1302,2011
857525,805 280 WILLIAMSTOWN CL NW,"$307,500","$285,900",05/10/2017,Williamstown,Condo,3 Storey - basementless,1663,2015
853768,1 WILLIAMSTOWN PA NW,"$479,500","$458,900",05/09/2017,Williamstown,Single Family,2 Storey,2198,2014
852147,3302 1001 8 ST NW,"$334,000","$310,500",05/15/2017,Williamstown,Condo,2 Storey,1560,2012
853832,173 WILLIAMSTOWN PA NW,"$422,000","$403,900",05/12/2017,Williamstown,Single Family,2 Storey,1832,2015
851046,4502 1001 8 ST NW,"$245,000","$227,800",05/12/2017,Williamstown,Condo,2 Storey,1152,2011
850225,1845 REUNION TC NW,"$565,000","$540,700",05/04/2017,Williamstown,Single Family,2 Storey,2606,2012
849766,2403 1001 8 ST NW,"$290,000","$270,300",06/14/2017,Williamstown,Condo,2 Storey,1501,2010
850197,35 REUNION GR NW,"$702,500","$671,600",06/29/2017,Williamstown,Single Family,2 Storey,2606,2012
847171,930 WILLIAMSTOWN BV NW,"$455,000","$435,000",06/21/2017,Williamstown,Single Family,Bungalow,1256,2009
848111,3 WILLIAMSTOWN LD NW,"$475,000","$454,100",06/23/2017,Williamstown,Single Family,2 Storey,2147,2010
857710,1802 280 WILLIAMSTOWN CL NW,"$280,000","$261,000",06/12/2017,Williamstown,Condo,3 Storey - basementless,1316,2015
847051,125 WILLIAMSTOWN GR NW,"$435,000","$413,600",07/21/2017,Williamstown,Single Family,2 Storey,1555,2010
847066,222 WILLIAMSTOWN GR NW,"$581,000","$552,400",07/19/2017,Williamstown,Single Family,2 Storey,2365,2010
850198,38 REUNION GR NW,"$487,000","$463,000",07/19/2017,Williamstown,Single Family,Bungalow,1330,2012
847109,81 WILLIAMSTOWN GR NW,"$473,000","$449,700",07/25/2017,Williamstown,Single Family,2 Storey,2147,2010
847114,366 WILLIAMSTOWN GR NW,"$510,000","$484,900",07/25/2017,Williamstown,Single Family,2 Storey,2147,2010
850201,43 REUNION GR NW,"$623,000","$592,300",07/12/2017,Williamstown,Single Family,2 Storey,2282,2013
847148,499 WILLIAMSTOWN GR NW,"$490,200","$466,100",07/13/2017,Williamstown,Single Family,2 Storey,1844,2010
847092,353 WILLIAMSTOWN GR NW,"$429,000","$407,900",07/14/2017,Williamstown,Single Family,2 Storey,1862,2010
848848,158 WILLIAMSTOWN CL NW,"$399,000","$379,400",07/13/2017,Williamstown,Single Family,2 Storey,1640,2012
854752,1005 1086 WILLIAMSTOWN BV NW,"$387,500","$363,200",08/24/2017,Williamstown,Condo,2 Storey,1707,2013
852673,303 1086 WILLIAMSTOWN BV NW,"$288,500","$270,400",08/01/2017,Williamstown,Condo,3 Storey - basementless,1394,2012
854293,604 1086 WILLIAMSTOWN BV NW,"$282,500","$264,800",08/02/2017,Williamstown,Condo,3 Storey - basementless,1401,2013
848820,1855 REUNION BV NW,"$380,000","$361,100",08/02/2017,Williamstown,Single Family,2 Storey,1508,2012
854290,601 1086 WILLIAMSTOWN BV NW,"$325,000","$304,600",08/16/2017,Williamstown,Condo,3 Storey - basementless,1841,2013
848798,404 1001 8 ST NW,"$242,000","$226,800",08/16/2017,Williamstown,Condo,2 Storey,1187,2010
849118,704 1001 8 ST NW,"$240,000","$225,000",08/15/2017,Williamstown,Condo,2 Storey,1192,2010
847101,49 WILLIAMSTOWN GR NW,"$407,500","$388,200",09/22/2017,Williamstown,Single Family,2 Storey,1873,2011
853752,35 WILLIAMSTOWN GD NW,"$330,900","$311,000",09/19/2017,Williamstown,Townhouse,2 Storey,1398,2014
855921,102 280 WILLIAMSTOWN CL NW,"$277,500","$260,800",09/15/2017,Williamstown,Condo,3 Storey - basementless,1316,2014
848791,204 1001 8 ST NW,"$233,000","$219,000",09/15/2017,Williamstown,Condo,2 Storey,1187,2010
847076,302 WILLIAMSTOWN GR NW,"$400,000","$380,500",10/21/2017,Williamstown,Single Family,2 Storey,1388,2011
848841,138 WILLIAMSTOWN CL NW,"$370,000","$352,000",10/24/2017,Williamstown,Single Family,2 Storey,1331,2013
851782,4003 1001 8 ST NW,"$235,000","$221,500",10/31/2017,Williamstown,Condo,2 Storey,1152,2012
853757,6 WILLIAMSTOWN GV NW,"$355,000","$334,600",10/25/2017,Williamstown,Townhouse,2 Storey,1398,2014
847112,93 WILLIAMSTOWN GR NW,"$540,000","$513,700",10/20/2017,Williamstown,Single Family,2 Storey,2135,2010
847060,161 WILLIAMSTOWN GR NW,"$492,000","$468,000",10/24/2017,Williamstown,Single Family,2 Storey,2238,2010
