Property Address,Tax Roll,legal_desc,assessed_value_CAD,land_use,classifications,parcel_area (m2),year_built,living_area_above_grade_ft2,bldg_desc,finished_below_grade,garage,deck,veranda,fireplace,walkout_basement
506 140 SAGEWOOD BV SW,504452,Plan: 0412187 Block/Unit: 23 Lot:,195000,R3 Low Rise Multifamily Residential District,Condominium,144,2004,1045,2 Storey,None,None,None,None,None,No
2157 SAGEWOOD HT SW,842300,Plan: 0610322 Block/Unit: 18 Lot: 2,367000,R1 Single Detached Residential District,Single Family Dwelling,368,2006,1699,2 Storey,None,Yes,Yes,No,Yes,No
2053 SAGEWOOD MR SW,840741,Plan: 0414527 Block/Unit: 3 Lot: 1,364000,DC-14,Single Family Dwelling,534,2005,1422,2 Storey,Yes,Yes,Yes,Yes,Yes,No
366 SAGEWOOD DR SW,841752,Plan: 0513786 Block/Unit: 21 Lot: 5,397000,R1 Single Detached Residential District,Single Family Dwelling,421,2005,1838,2 Storey,Yes,Yes,Yes,Yes,Yes,No
2302 140 SAGEWOOD BV SW,843363,Plan: 0614099 Block/Unit: 183 Lot:,186000,R3 Low Rise Multifamily Residential District,Condominium,116,2005,948,Apartment,None,None,Yes,No,None,No
397 SAGEWOOD DR SW,841613,Plan: 0513786 Block/Unit: 16 Lot: 53,334000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,342,2006,1394,2 Storey,None,Yes,Yes,Yes,Yes,No
2086 SAGEWOOD RI SW,842318,Plan: 0610322 Block/Unit: 18 Lot: 20,375000,R1 Single Detached Residential District,Single Family Dwelling,368,2006,1863,2 Storey,None,Yes,Yes,Yes,Yes,No
315 SAGEWOOD PL SW,841774,Plan: 0513786 Block/Unit: 22 Lot: 26,420000,R1 Single Detached Residential District,Single Family Dwelling,399,2006,1286,Bungalow,Yes,Yes,Yes,No,Yes,Yes
2033 SAGEWOOD PT SW,842164,Plan: 0610322 Block/Unit: 14 Lot: 6,362000,R1 Single Detached Residential District,Single Family Dwelling,390,2006,1665,2 Storey,None,Yes,Yes,Yes,Yes,No
302 2384 SAGEWOOD GA SW,845454,Plan: 0715252 Block/Unit: 11 Lot:,299000,R2-T Townhouse Residential District,Condominium,290,2007,1501,2 Storey,Yes,Yes,Yes,Yes,Yes,No
2009 SAGEWOOD MR SW,840752,Plan: 0414527 Block/Unit: 3 Lot: 12,328000,DC-14,Single Family Dwelling,342,2005,975,Bi-Level,Yes,Yes,Yes,No,None,No
2382 SAGEWOOD CR SW,841686,Plan: 0513786 Block/Unit: 19 Lot: 58,326000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,348,2006,1401,2 Storey,Yes,None,Yes,Yes,Yes,No
288 SAGEWOOD LD SW,842142,Plan: 0610322 Block/Unit: 13 Lot: 13,399000,R1 Single Detached Residential District,Single Family Dwelling,397,2006,1831,2 Storey,Yes,Yes,Yes,Yes,Yes,No
2304 SAGEWOOD HT SW,842231,Plan: 0610322 Block/Unit: 16 Lot: 12,413000,R1 Single Detached Residential District,Single Family Dwelling,368,2007,2177,2 Storey,None,Yes,Yes,Yes,Yes,No
211 SAGEWOOD BV SW,504224,Plan: 0410873 Block/Unit: 1 Lot: 74,472000,DC-12-B,Single Family Dwelling,375,2004,2007,2 Storey,Yes,Yes,Yes,No,Yes,Yes
433 SAGEWOOD DR SW,841621,Plan: 0513786 Block/Unit: 16 Lot: 62,336000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,342,2006,1256,2 Storey,Yes,Yes,Yes,Yes,Yes,No
261 SAGEWOOD LD SW,842179,Plan: 0610322 Block/Unit: 14 Lot: 21,376000,R1 Single Detached Residential District,Single Family Dwelling,453,2006,1761,2 Storey,None,Yes,Yes,No,Yes,No
2091 SAGEWOOD RI SW,842280,Plan: 0610322 Block/Unit: 17 Lot: 11,394000,R1 Single Detached Residential District,Single Family Dwelling,368,2007,2039,2 Storey,None,Yes,Yes,No,Yes,No
2448 SAGEWOOD CR SW,841669,Plan: 0513786 Block/Unit: 19 Lot: 42,357000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,494,2006,1044,Split Level (no crawl),None,Yes,Yes,Yes,Yes,No
1205 2384 SAGEWOOD GA SW,845496,Plan: 0715252 Block/Unit: 53 Lot:,226000,R2-T Townhouse Residential District,Condominium,101,2007,1345,2 Storey,None,None,No,Yes,None,No
1842 SAGEWOOD LI SW,504361,Plan: 0410873 Block/Unit: 7 Lot: 24,297000,DC-12-A,Single Family Dwelling,342,2004,934,Bi-Level,Yes,None,Yes,Yes,None,No
178 SAGEWOOD LD SW,842119,Plan: 0610322 Block/Unit: 11 Lot: 20,414000,R1 Single Detached Residential District,Single Family Dwelling,462,2006,2237,2 Storey,None,Yes,Yes,Yes,Yes,No
271 SAGEWOOD DR SW,504252,Plan: 0410873 Block/Unit: 6 Lot: 7,425000,DC-12-B,Single Family Dwelling,374,2004,1665,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
218 SAGEWOOD GV SW,504287,Plan: 0410873 Block/Unit: 6 Lot: 42,448000,DC-12-C,Single Family Dwelling,426,2004,1866,2 Storey,Yes,Yes,Yes,No,Yes,Yes
299 SAGEWOOD LD SW,842181,Plan: 0610322 Block/Unit: 14 Lot: 23,414000,R1 Single Detached Residential District,Single Family Dwelling,476,2007,1863,2 Storey,Yes,Yes,Yes,No,Yes,No
2029 SAGEWOOD MR SW,840747,Plan: 0414527 Block/Unit: 3 Lot: 7,327000,DC-14,Single Family Dwelling,342,2005,931,Bi-Level,Yes,Yes,Yes,No,None,No
2220 SAGEWOOD HT SW,842252,Plan: 0610322 Block/Unit: 16 Lot: 33,376000,R1 Single Detached Residential District,Single Family Dwelling,424,2006,1863,2 Storey,None,Yes,No,Yes,Yes,No
1703 140 SAGEWOOD BV SW,842071,Plan: 0514229 Block/Unit: 122 Lot:,198000,R3 Low Rise Multifamily Residential District,Condominium,145,2005,1045,2 Storey,None,None,No,Yes,None,No
331 SAGEWOOD LD SW,842189,Plan: 0610322 Block/Unit: 14 Lot: 31,371000,R1 Single Detached Residential District,Single Family Dwelling,368,2007,1471,2 Storey,Yes,Yes,Yes,Yes,None,Yes
372 SAGEWOOD PA SW,504319,Plan: 0410873 Block/Unit: 6 Lot: 73,342000,DC-12-A,Single Family Dwelling,348,2005,1012,Split Level (with crawl),Yes,Yes,No,Yes,Yes,No
1003 2384 SAGEWOOD GA SW,845486,Plan: 0715252 Block/Unit: 42 Lot:,224000,R2-T Townhouse Residential District,Condominium,122,2007,1322,2 Storey,None,None,No,Yes,None,No
703 140 SAGEWOOD BV SW,841583,Plan: 0513210 Block/Unit: 82 Lot:,181000,R3 Low Rise Multifamily Residential District,Condominium,90,2005,948,Apartment,None,None,Yes,No,None,No
401 140 SAGEWOOD BV SW,840550,Plan: 0413936 Block/Unit: 37 Lot:,177000,R3 Low Rise Multifamily Residential District,Condominium,178,2004,895,Bungalow,None,None,None,None,None,No
2363 SAGEWOOD CR SW,841735,Plan: 0513786 Block/Unit: 20 Lot: 26,350000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,384,2005,1422,2 Storey,Yes,Yes,Yes,Yes,None,No
2070 SAGEWOOD RI SW,842322,Plan: 0610322 Block/Unit: 18 Lot: 24,405000,R1 Single Detached Residential District,Single Family Dwelling,368,2006,2007,2 Storey,Yes,Yes,Yes,Yes,Yes,No
2367 SAGEWOOD CR SW,841736,Plan: 0513786 Block/Unit: 20 Lot: 27,343000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,372,2006,934,Bungalow,Yes,Yes,Yes,Yes,Yes,No
113 SAGEWOOD LD SW,842198,Plan: 0610322 Block/Unit: 15 Lot: 4,400000,R1 Single Detached Residential District,Single Family Dwelling,470,2006,1943,2 Storey,None,Yes,Yes,Yes,Yes,No
504 2384 SAGEWOOD GA SW,845464,Plan: 0715252 Block/Unit: 21 Lot:,281000,R2-T Townhouse Residential District,Condominium,280,2007,1501,2 Storey,None,Yes,Yes,Yes,Yes,No
399 SAGEWOOD PL SW,841800,Plan: 0513786 Block/Unit: 22 Lot: 5,413000,R1 Single Detached Residential District,Single Family Dwelling,661,2005,1665,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
702 140 SAGEWOOD BV SW,841582,Plan: 0513210 Block/Unit: 83 Lot:,181000,R3 Low Rise Multifamily Residential District,Condominium,90,2005,953,Apartment,None,None,Yes,No,None,No
406 140 SAGEWOOD BV SW,840555,Plan: 0413936 Block/Unit: 42 Lot:,148000,R3 Low Rise Multifamily Residential District,Condominium,86,2004,722,Apartment,None,None,Yes,No,None,No
108 SAGEWOOD GV SW,504315,Plan: 0410873 Block/Unit: 6 Lot: 69,307000,DC-12-A,Single Family Dwelling,349,2004,1218,2 Storey,None,Yes,Yes,Yes,None,No
241 SAGEWOOD PL SW,841795,Plan: 0513786 Block/Unit: 22 Lot: 45,375000,R1 Single Detached Residential District,Single Family Dwelling,381,2006,1782,2 Storey,None,Yes,Yes,Yes,Yes,No
356 SAGEWOOD PA SW,504323,Plan: 0410873 Block/Unit: 6 Lot: 77,359000,DC-12-A,Single Family Dwelling,347,2004,1544,2 Storey,Yes,Yes,Yes,Yes,Yes,No
2256 SAGEWOOD HT SW,842243,Plan: 0610322 Block/Unit: 16 Lot: 24,402000,R1 Single Detached Residential District,Single Family Dwelling,403,2006,1858,2 Storey,Yes,Yes,Yes,Yes,Yes,No
134 SAGEWOOD LD SW,842108,Plan: 0610322 Block/Unit: 11 Lot: 9,375000,R1 Single Detached Residential District,Single Family Dwelling,364,2006,1616,2 Storey,Yes,Yes,Yes,Yes,Yes,No
1108 140 SAGEWOOD BV SW,842082,Plan: 0514229 Block/Unit: 133 Lot:,206000,R3 Low Rise Multifamily Residential District,Condominium,186,2005,1045,2 Storey,None,None,None,None,None,No
131 SAGEWOOD GV SW,504408,Plan: 0410873 Block/Unit: 9 Lot: 8,325000,DC-12-A,Single Family Dwelling,343,2004,1006,Bi-Level,Yes,Yes,Yes,Yes,Yes,No
244 SAGEWOOD LD SW,842131,Plan: 0610322 Block/Unit: 13 Lot: 2,476000,R1 Single Detached Residential District,Single Family Dwelling,434,2007,2100,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
362 SAGEWOOD DR SW,841751,Plan: 0513786 Block/Unit: 21 Lot: 4,388000,R1 Single Detached Residential District,Single Family Dwelling,438,2006,1665,2 Storey,Yes,Yes,Yes,Yes,Yes,No
478 SAGEWOOD DR SW,841633,Plan: 0513786 Block/Unit: 19 Lot: 1,386000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,423,2006,1606,2 Storey,Yes,Yes,Yes,Yes,Yes,No
394 SAGEWOOD GD SW,840728,Plan: 0414527 Block/Unit: 1 Lot: 61,370000,R1 Single Detached Residential District,Single Family Dwelling,367,2005,1407,2 Storey,Yes,Yes,Yes,No,Yes,Yes
2480 SAGEWOOD CR SW,841660,Plan: 0513786 Block/Unit: 19 Lot: 34,316000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,342,2006,1212,2 Storey,Yes,Yes,None,None,Yes,No
1818 SAGEWOOD LI SW,504355,Plan: 0410873 Block/Unit: 7 Lot: 18,326000,DC-12-A,Single Family Dwelling,342,2004,1422,2 Storey,None,Yes,Yes,Yes,Yes,No
433 SAGEWOOD PA SW,504396,Plan: 0410873 Block/Unit: 8 Lot: 30,290000,DC-12-A,Single Family Dwelling,342,2004,934,Bi-Level,Yes,None,Yes,Yes,None,No
2340 SAGEWOOD HT SW,842222,Plan: 0610322 Block/Unit: 16 Lot: 3,399000,R1 Single Detached Residential District,Single Family Dwelling,368,2007,1789,2 Storey,Yes,Yes,Yes,Yes,Yes,No
251 SAGEWOOD DR SW,504257,Plan: 0410873 Block/Unit: 6 Lot: 12,369000,DC-12-B,Single Family Dwelling,374,2005,1622,2 Storey,Yes,Yes,Yes,No,None,No
1508 140 SAGEWOOD BV SW,841173,Plan: 0511345 Block/Unit: 58 Lot:,220000,R3 Low Rise Multifamily Residential District,Condominium,182,2004,1055,2 Storey,Yes,None,None,None,None,No
308 SAGEWOOD PA SW,504335,Plan: 0410873 Block/Unit: 6 Lot: 89,326000,DC-12-A,Single Family Dwelling,343,2004,975,Bi-Level,Yes,Yes,Yes,Yes,None,No
1104 2384 SAGEWOOD GA SW,845491,Plan: 0715252 Block/Unit: 48 Lot:,236000,R2-T Townhouse Residential District,Condominium,159,2007,1374,2 Storey,None,None,No,Yes,None,No
229 SAGEWOOD PL SW,841798,Plan: 0513786 Block/Unit: 22 Lot: 48,353000,R1 Single Detached Residential District,Single Family Dwelling,369,2006,1407,2 Storey,Yes,Yes,Yes,Yes,None,No
421 SAGEWOOD DR SW,841618,Plan: 0513786 Block/Unit: 16 Lot: 59,337000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,342,2006,1356,2 Storey,Yes,Yes,Yes,Yes,None,No
1505 140 SAGEWOOD BV SW,841171,Plan: 0511345 Block/Unit: 61 Lot:,212000,R3 Low Rise Multifamily Residential District,Condominium,148,2004,1045,2 Storey,Yes,None,None,None,None,No
252 SAGEWOOD LD SW,842133,Plan: 0610322 Block/Unit: 13 Lot: 4,454000,R1 Single Detached Residential District,Single Family Dwelling,453,2007,1863,2 Storey,Yes,Yes,Yes,No,Yes,Yes
215 SAGEWOOD DR SW,504344,Plan: 0410873 Block/Unit: 7 Lot: 7,409000,DC-12-B,Single Family Dwelling,372,2004,2020,2 Storey,Yes,Yes,Yes,Yes,Yes,No
238 SAGEWOOD GV SW,504282,Plan: 0410873 Block/Unit: 6 Lot: 37,415000,DC-12-C,Single Family Dwelling,426,2004,2034,2 Storey,Yes,Yes,Yes,Yes,Yes,No
202 SAGEWOOD DR SW,504235,Plan: 0411720 Block/Unit: 5 Lot: 32,397000,DC-12-B,Single Family Dwelling,369,2004,1665,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
2232 SAGEWOOD HT SW,842249,Plan: 0610322 Block/Unit: 16 Lot: 30,391000,R1 Single Detached Residential District,Single Family Dwelling,403,2006,1761,2 Storey,Yes,Yes,Yes,Yes,Yes,No
306 140 SAGEWOOD BV SW,504457,Plan: 0412187 Block/Unit: 28 Lot:,214000,R3 Low Rise Multifamily Residential District,Condominium,178,2004,1018,2 Storey,Yes,Yes,None,None,None,No
111 SAGEWOOD GV SW,504403,Plan: 0410873 Block/Unit: 9 Lot: 3,326000,DC-12-A,Single Family Dwelling,343,2004,1356,2 Storey,None,Yes,Yes,Yes,Yes,No
350 SAGEWOOD GD SW,840717,Plan: 0414527 Block/Unit: 1 Lot: 50,408000,R1 Single Detached Residential District,Single Family Dwelling,399,2005,1735,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
296 SAGEWOOD LD SW,842144,Plan: 0610322 Block/Unit: 13 Lot: 15,441000,R1 Single Detached Residential District,Single Family Dwelling,368,2007,2121,2 Storey,Yes,Yes,Yes,Yes,Yes,No
345 SAGEWOOD DR SW,841600,Plan: 0513786 Block/Unit: 10 Lot: 1,425000,R1 Single Detached Residential District,Single Family Dwelling,390,2005,1795,2 Storey,Yes,Yes,Yes,No,Yes,No
1202 2384 SAGEWOOD GA SW,845493,Plan: 0715252 Block/Unit: 50 Lot:,226000,R2-T Townhouse Residential District,Condominium,101,2007,1345,2 Storey,None,None,No,Yes,None,No
268 SAGEWOOD LD SW,842137,Plan: 0610322 Block/Unit: 13 Lot: 8,459000,R1 Single Detached Residential District,Single Family Dwelling,395,2007,1892,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
2374 SAGEWOOD CR SW,841689,Plan: 0513786 Block/Unit: 19 Lot: 60,329000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,348,2006,1214,2 Storey,Yes,Yes,Yes,Yes,Yes,No
368 SAGEWOOD PA SW,504320,Plan: 0410873 Block/Unit: 6 Lot: 74,291000,DC-12-A,Single Family Dwelling,348,2005,1193,2 Storey,None,None,Yes,Yes,Yes,No
2055 SAGEWOOD RI SW,842271,Plan: 0610322 Block/Unit: 17 Lot: 2,396000,R1 Single Detached Residential District,Single Family Dwelling,368,2007,1236,Bungalow,Yes,Yes,Yes,No,None,No
1705 140 SAGEWOOD BV SW,842069,Plan: 0514229 Block/Unit: 120 Lot:,208000,R3 Low Rise Multifamily Residential District,Condominium,146,2005,1045,2 Storey,Yes,None,No,Yes,None,No
370 SAGEWOOD GD SW,840722,Plan: 0414527 Block/Unit: 1 Lot: 55,438000,R1 Single Detached Residential District,Single Family Dwelling,367,2004,1190,Bungalow,Yes,Yes,Yes,Yes,Yes,Yes
387 SAGEWOOD PL SW,841810,Plan: 0513786 Block/Unit: 22 Lot: 8,446000,R1 Single Detached Residential District,Single Family Dwelling,365,2005,1866,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
367 SAGEWOOD PL SW,841760,Plan: 0513786 Block/Unit: 22 Lot: 13,426000,R1 Single Detached Residential District,Single Family Dwelling,474,2005,1519,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
166 SAGEWOOD GV SW,504301,Plan: 0410873 Block/Unit: 6 Lot: 55,399000,DC-12-C,Single Family Dwelling,392,2004,1732,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
2063 SAGEWOOD RI SW,842273,Plan: 0610322 Block/Unit: 17 Lot: 4,389000,R1 Single Detached Residential District,Single Family Dwelling,368,2006,1927,2 Storey,None,Yes,Yes,Yes,Yes,No
905 2384 SAGEWOOD GA SW,845482,Plan: 0715252 Block/Unit: 39 Lot:,233000,R2-T Townhouse Residential District,Condominium,101,2007,1346,2 Storey,None,None,No,Yes,Yes,No
2348 SAGEWOOD HT SW,842220,Plan: 0610322 Block/Unit: 16 Lot: 1,434000,R1 Single Detached Residential District,Single Family Dwelling,471,2007,2000,2 Storey,Yes,Yes,Yes,Yes,Yes,No
2477 SAGEWOOD CR SW,841744,Plan: 0513786 Block/Unit: 20 Lot: 6,359000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,342,2006,1606,2 Storey,Yes,Yes,Yes,Yes,Yes,No
2402 SAGEWOOD CR SW,841681,Plan: 0513786 Block/Unit: 19 Lot: 53,351000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,342,2006,1430,2 Storey,Yes,Yes,Yes,Yes,Yes,No
2307 SAGEWOOD HT SW,842288,Plan: 0610322 Block/Unit: 17 Lot: 19,388000,R1 Single Detached Residential District,Single Family Dwelling,368,2006,1927,2 Storey,None,Yes,Yes,Yes,Yes,No
245 SAGEWOOD PL SW,841794,Plan: 0513786 Block/Unit: 22 Lot: 44,387000,R1 Single Detached Residential District,Single Family Dwelling,378,2006,1622,2 Storey,Yes,Yes,Yes,Yes,Yes,No
318 SAGEWOOD GD SW,840709,Plan: 0414527 Block/Unit: 1 Lot: 42,397000,R1 Single Detached Residential District,Single Family Dwelling,386,2005,1837,2 Storey,Yes,Yes,Yes,No,Yes,No
295 SAGEWOOD DR SW,504246,Plan: 0410873 Block/Unit: 6 Lot: 1,444000,DC-12-B,Single Family Dwelling,383,2004,1866,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
266 SAGEWOOD GD SW,840696,Plan: 0414527 Block/Unit: 1 Lot: 29,315000,DC-14,Single Family Dwelling,378,2005,1350,2 Storey,Yes,None,No,Yes,Yes,No
307 SAGEWOOD LD SW,842183,Plan: 0610322 Block/Unit: 14 Lot: 25,455000,R1 Single Detached Residential District,Single Family Dwelling,427,2007,2244,2 Storey,Yes,Yes,Yes,No,Yes,Yes
438 SAGEWOOD PA SW,504280,Plan: 0410873 Block/Unit: 6 Lot: 35,413000,DC-12-C,Single Family Dwelling,427,2004,1884,2 Storey,Yes,Yes,Yes,No,Yes,Yes
2346 SAGEWOOD CR SW,841696,Plan: 0513786 Block/Unit: 19 Lot: 67,351000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,370,2006,1430,2 Storey,Yes,Yes,Yes,Yes,None,No
267 SAGEWOOD PL SW,841787,Plan: 0513786 Block/Unit: 22 Lot: 38,373000,R1 Single Detached Residential District,Single Family Dwelling,363,2005,1449,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
415 SAGEWOOD PL SW,841756,Plan: 0513786 Block/Unit: 22 Lot: 1,381000,R1 Single Detached Residential District,Single Family Dwelling,432,2006,1665,2 Storey,Yes,Yes,Yes,Yes,Yes,No
1858 SAGEWOOD LI SW,504365,Plan: 0410873 Block/Unit: 7 Lot: 28,309000,DC-12-A,Single Family Dwelling,342,2004,1213,2 Storey,None,Yes,Yes,No,None,No
334 SAGEWOOD GD SW,840713,Plan: 0414527 Block/Unit: 1 Lot: 46,396000,R1 Single Detached Residential District,Single Family Dwelling,386,2005,1665,2 Storey,Yes,Yes,Yes,No,Yes,Yes
402 SAGEWOOD GD SW,840729,Plan: 0414527 Block/Unit: 1 Lot: 62,388000,R1 Single Detached Residential District,Single Family Dwelling,453,2004,1732,2 Storey,Yes,Yes,Yes,Yes,Yes,No
2083 SAGEWOOD RI SW,842278,Plan: 0610322 Block/Unit: 17 Lot: 9,395000,R1 Single Detached Residential District,Single Family Dwelling,368,2007,2007,2 Storey,Yes,Yes,Yes,No,Yes,No
104 140 SAGEWOOD BV SW,504433,Plan: 0412187 Block/Unit: 4 Lot:,196000,R3 Low Rise Multifamily Residential District,Condominium,148,2004,1045,2 Storey,None,None,None,None,None,No
226 SAGEWOOD GD SW,840686,Plan: 0414527 Block/Unit: 1 Lot: 19,329000,DC-14,Single Family Dwelling,345,2005,1226,2 Storey,Yes,Yes,Yes,Yes,Yes,No
299 SAGEWOOD PL SW,841779,Plan: 0513786 Block/Unit: 22 Lot: 30,393000,R1 Single Detached Residential District,Single Family Dwelling,399,2006,1837,2 Storey,None,Yes,Yes,Yes,Yes,Yes
2428 SAGEWOOD CR SW,841674,Plan: 0513786 Block/Unit: 19 Lot: 47,333000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,345,2006,1341,2 Storey,Yes,Yes,Yes,Yes,None,No
2058 SAGEWOOD RI SW,842325,Plan: 0610322 Block/Unit: 18 Lot: 27,356000,R1 Single Detached Residential District,Single Family Dwelling,368,2006,1407,2 Storey,Yes,Yes,Yes,Yes,None,No
2033 SAGEWOOD MR SW,840746,Plan: 0414527 Block/Unit: 3 Lot: 6,333000,DC-14,Single Family Dwelling,342,2005,1393,2 Storey,None,Yes,Yes,No,Yes,No
1807 140 SAGEWOOD BV SW,842956,Plan: 0613011 Block/Unit: 153 Lot:,180000,R3 Low Rise Multifamily Residential District,Condominium,84,2005,943,Apartment,None,None,No,Yes,None,No
304 140 SAGEWOOD BV SW,504459,Plan: 0412187 Block/Unit: 30 Lot:,222000,R3 Low Rise Multifamily Residential District,Condominium,187,2004,1024,2 Storey,None,Yes,None,None,None,No
2481 SAGEWOOD CR SW,841745,Plan: 0513786 Block/Unit: 20 Lot: 7,346000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,365,2006,1410,2 Storey,Yes,Yes,Yes,Yes,None,No
2342 SAGEWOOD CR SW,841697,Plan: 0513786 Block/Unit: 19 Lot: 68,317000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,354,2006,1214,2 Storey,None,Yes,Yes,Yes,Yes,No
2468 SAGEWOOD CR SW,841663,Plan: 0513786 Block/Unit: 19 Lot: 37,350000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,342,2006,1422,2 Storey,Yes,Yes,Yes,Yes,None,No
2332 SAGEWOOD HT SW,842224,Plan: 0610322 Block/Unit: 16 Lot: 5,401000,R1 Single Detached Residential District,Single Family Dwelling,368,2007,1760,2 Storey,Yes,Yes,Yes,Yes,Yes,No
461 SAGEWOOD DR SW,841628,Plan: 0513786 Block/Unit: 16 Lot: 69,342000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,342,2006,1245,2 Storey,Yes,Yes,Yes,Yes,Yes,No
344 SAGEWOOD PA SW,504326,Plan: 0410873 Block/Unit: 6 Lot: 80,347000,DC-12-A,Single Family Dwelling,346,2004,1394,2 Storey,Yes,Yes,Yes,Yes,Yes,No
601 140 SAGEWOOD BV SW,842035,Plan: 0514229 Block/Unit: 86 Lot:,234000,R3 Low Rise Multifamily Residential District,Condominium,213,2005,1233,2 Storey,None,None,None,None,None,No
804 140 SAGEWOOD BV SW,842091,Plan: 0514229 Block/Unit: 142 Lot:,198000,R3 Low Rise Multifamily Residential District,Condominium,118,2005,1045,2 Storey,None,None,None,None,None,No
395 SAGEWOOD PL SW,841807,Plan: 0513786 Block/Unit: 22 Lot: 6,429000,R1 Single Detached Residential District,Single Family Dwelling,554,2005,1507,2 Storey,Yes,Yes,Yes,No,Yes,Yes
340 SAGEWOOD LD SW,842155,Plan: 0610322 Block/Unit: 13 Lot: 26,374000,R1 Single Detached Residential District,Single Family Dwelling,383,2006,1452,2 Storey,Yes,Yes,Yes,Yes,None,No
1845 SAGEWOOD LI SW,504371,Plan: 0410873 Block/Unit: 8 Lot: 5,359000,DC-12-A,Single Family Dwelling,342,2004,1544,2 Storey,Yes,Yes,Yes,Yes,Yes,No
2324 SAGEWOOD HT SW,842226,Plan: 0610322 Block/Unit: 16 Lot: 7,401000,R1 Single Detached Residential District,Single Family Dwelling,383,2007,2008,2 Storey,None,Yes,Yes,Yes,Yes,No
